PassengerId,Name,HomePlanet,Destination,Age,AgeGroup,CryoSleep,VIP,Cabin,Deck,CabinNum,Side,Group,GroupSize,IsSolo,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpent,HasSpent,SpendCategory,RoomService_Share,FoodCourt_Share,ShoppingMall_Share,Spa_Share,VRDeck_Share,Transported,Pred_Transported,Pred_Proba_Transport,Pred_Proba_NoTransport,Cluster_ID,Cluster_Name,Cluster_Transport_Rate,Cluster_NoTransport_Rate,ACM_Axe1,ACM_Axe2,ACM_Axe3,ACM_Axe4,ACM_Axe5,ACM_Axe6,ACM_Axe7,ACM_Axe8,ACM_Axe9,ACM_Axe10,P_Cluster_0_Cryo_Corps,P_Cluster_1_Colons,P_Cluster_2_Luxuria,P_Cluster_3_Voyageurs_Pro,P_Cluster_4_Jeunes_Nomades,Split,Is_Correct_Prediction
2351_02,Toats Botie,Mars,TRAPPIST-1e,39.0,26-40,0,0,F/479/P,F,479,P,2351,2,0,995,0,169,27,0,1191,1,Faible,0.8354,0.0,0.1419,0.0227,0.0,,0,0.0667,0.9333,4,Jeunes Nomades,0.5341,0.4659,-0.2347,-0.6583,0.44,-0.1179,0.238,0.2435,-0.0764,0.1487,-0.3236,-0.2319,0.1271,0.2327,0.1375,0.1214,0.3813,Test,
2352_01,Unfly Hotty,Mars,55 Cancri e,32.0,26-40,0,0,F/456/S,F,456,S,2352,1,1,103,0,856,0,666,1625,1,Faible,0.0634,0.0,0.5268,0.0,0.4098,,0,0.16,0.84,4,Jeunes Nomades,0.5341,0.4659,-0.0182,-0.5281,0.2861,-0.2929,0.0131,0.0437,-0.2865,-0.1606,-0.401,-0.0995,0.13,0.2486,0.1309,0.1371,0.3533,Test,
2354_01,Rowl Bara,Mars,TRAPPIST-1e,75.0,60+,0,0,F/458/S,F,458,S,2354,1,1,940,0,0,1188,60,2188,1,Moyen,0.4296,0.0,0.0,0.543,0.0274,,0,0.13,0.87,4,Jeunes Nomades,0.5341,0.4659,0.0804,-0.7012,0.6518,0.2845,-0.1715,-0.4273,-0.0009,-0.2109,1.5944,-1.3061,0.136,0.2069,0.1476,0.1794,0.33,Test,
2355_01,Minus Unticatter,Europa,TRAPPIST-1e,37.0,26-40,1,0,D/79/S,D,79,S,2355,4,0,0,0,0,308,0,308,1,Faible,0.0,0.0,0.0,1.0,0.0,,1,0.95,0.05,4,Jeunes Nomades,0.5341,0.4659,0.4321,-0.1082,0.5288,0.2138,-0.1997,0.4832,0.1884,-0.2274,0.1396,0.207,0.1741,0.169,0.1604,0.1864,0.3101,Test,
2355_02,Auvair Unticatter,Europa,55 Cancri e,25.0,13-25,1,0,D/79/S,D,79,S,2355,4,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.5827,0.44,0.5532,-0.0082,-0.6781,0.4219,-0.1781,-0.0823,0.2483,0.3327,0.177,0.16,0.187,0.256,0.22,Test,
2355_03,Meisam Unticatter,Europa,TRAPPIST-1e,33.0,26-40,0,0,D/79/S,D,79,S,2355,4,0,651,275,0,0,1128,2054,1,Moyen,0.3169,0.1339,0.0,0.0,0.5492,,0,0.1833,0.8167,4,Jeunes Nomades,0.5341,0.4659,0.7368,-0.5656,0.5424,0.6805,-0.3082,0.3071,0.1394,-0.0736,0.4562,0.3685,0.192,0.1808,0.1557,0.2133,0.2582,Test,
2355_04,Saiphda Unticatter,Europa,55 Cancri e,25.0,13-25,0,0,D/79/S,D,79,S,2355,4,0,0,5619,0,0,11,5630,1,Moyen,0.0,0.998,0.0,0.0,0.002,,1,0.9833,0.0167,3,Voyageurs Pro,0.7333,0.2667,0.7652,-0.4326,0.3196,0.4124,-0.7992,0.2425,-0.218,0.0599,0.5584,0.5076,0.1845,0.1817,0.154,0.255,0.2248,Test,
2358_01,Laude Carreralend,Earth,TRAPPIST-1e,24.0,13-25,0,0,G/378/P,G,378,P,2358,1,1,1105,357,13,0,303,1778,1,Faible,0.6215,0.2008,0.0073,0.0,0.1704,,0,0.1333,0.8667,1,Colons,0.3,0.7,-0.552,-0.1237,-0.4487,0.0927,-0.034,0.0444,0.0666,0.2674,0.1011,0.014,0.1005,0.478,0.1799,0.1048,0.1369,Test,
2359_01,Allene Macdonadows,Earth,TRAPPIST-1e,22.0,13-25,0,0,F/480/P,F,480,P,2359,1,1,1448,0,0,0,1,1449,1,Faible,0.9993,0.0,0.0,0.0,0.0007,,0,0.0833,0.9167,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Test,
2362_01,Thell Welltonces,Earth,TRAPPIST-1e,22.0,13-25,0,0,E/140/P,E,140,P,2362,1,1,222,170,0,0,1,393,1,Faible,0.5649,0.4326,0.0,0.0,0.0025,,0,0.2233,0.7767,1,Colons,0.3,0.7,-0.4451,-0.4805,-0.1956,-0.2588,0.1298,-0.199,0.6633,0.1076,-0.0631,-0.0607,0.1036,0.4892,0.1331,0.1078,0.1663,Test,
2370_01,Lardy Hoffergess,Earth,TRAPPIST-1e,36.0,26-40,1,0,G/382/P,G,382,P,2370,4,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.5433,0.4567,2,Luxuria,0.638,0.362,-0.2497,0.6686,0.083,0.2146,0.1568,0.2306,0.2658,0.1584,-0.1427,-0.1461,0.1021,0.1366,0.5181,0.1081,0.1352,Test,
2370_02,Jayne Hoffergess,Earth,TRAPPIST-1e,4.0,0-12,1,0,G/382/P,G,382,P,2370,4,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.5733,0.4267,2,Luxuria,0.638,0.362,-0.4606,1.0247,0.1821,0.485,0.4725,-0.1134,0.1661,0.0753,0.1804,0.327,0.1309,0.1623,0.4018,0.1419,0.163,Test,
2370_03,Elle Hoffergess,Earth,TRAPPIST-1e,61.0,60+,0,0,G/382/P,G,382,P,2370,4,0,17,21,174,0,111,323,1,Faible,0.0526,0.065,0.5387,0.0,0.3437,,0,0.3267,0.6733,1,Colons,0.3,0.7,-0.4049,-0.151,-0.3735,0.4294,0.0432,-0.196,0.333,0.0489,1.5519,-1.3545,0.121,0.3701,0.2102,0.1336,0.1651,Test,
2370_04,,Earth,TRAPPIST-1e,0.0,nan,0,0,G/382/P,G,382,P,2370,4,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.5367,0.4633,2,Luxuria,0.638,0.362,-0.4714,0.5804,-0.0283,0.6973,0.8288,-0.3745,-1.1228,0.8398,-0.2359,-0.8693,0.1537,0.2016,0.3042,0.1558,0.1847,Test,
2371_01,Hilip Summington,Earth,TRAPPIST-1e,15.0,13-25,0,0,F/485/P,F,485,P,2371,1,1,1,0,859,0,0,860,1,Faible,0.0012,0.0,0.9988,0.0,0.0,,1,0.5033,0.4967,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Test,
2372_01,Macode Sto,Mars,TRAPPIST-1e,42.0,41-60,0,0,F/486/P,F,486,P,2372,1,1,884,336,0,8,0,1228,1,Faible,0.7199,0.2736,0.0,0.0065,0.0,,0,0.16,0.84,4,Jeunes Nomades,0.5341,0.4659,-0.2299,-0.6574,0.4128,-0.2056,0.1432,-0.0087,-0.442,0.0785,0.0425,0.2618,0.121,0.2473,0.134,0.1259,0.3718,Test,
2378_01,Hion Blie,Mars,TRAPPIST-1e,27.0,26-40,0,0,E/167/S,E,167,S,2378,2,0,343,0,706,0,0,1049,1,Faible,0.327,0.0,0.673,0.0,0.0,,0,0.2533,0.7467,4,Jeunes Nomades,0.5341,0.4659,-0.1509,-0.6432,0.4754,-0.2608,0.4519,-0.236,0.7412,-0.401,-0.3284,-0.1111,0.142,0.234,0.148,0.1429,0.3331,Test,
2378_02,Pebix Blie,Mars,TRAPPIST-1e,5.0,0-12,1,0,F/460/S,F,460,S,2378,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.9767,0.0233,4,Jeunes Nomades,0.5341,0.4659,-0.2919,0.5323,0.9861,-0.0124,0.4623,-0.2509,-0.1612,-0.3072,-0.037,0.2653,0.1434,0.1765,0.2425,0.1653,0.2723,Test,
2380_01,Jabbab Entenedy,Europa,TRAPPIST-1e,32.0,26-40,0,0,A/31/S,A,31,S,2380,2,0,0,3561,45,1552,7161,12319,1,Élevé,0.0,0.2891,0.0037,0.126,0.5813,,0,0.0333,0.9667,3,Voyageurs Pro,0.7333,0.2667,1.2427,-0.27,-0.5711,0.7117,0.2293,-0.6882,0.1419,-0.1544,-0.8166,-0.2123,0.2456,0.177,0.1596,0.2528,0.165,Test,
2380_02,Alkurak Entenedy,Europa,55 Cancri e,38.0,26-40,1,0,A/31/S,A,31,S,2380,2,0,0,0,0,308,0,308,1,Faible,0.0,0.0,0.0,1.0,0.0,,1,0.9833,0.0167,3,Voyageurs Pro,0.7333,0.2667,0.8654,0.1721,-0.2299,0.5903,-0.5326,-0.8467,0.0745,-0.0348,-0.9161,-0.176,0.1696,0.1613,0.1617,0.3529,0.1545,Test,
2381_01,Ivaney Ellahan,Earth,PSO J318.5-22,21.0,13-25,1,0,G/381/S,G,381,S,2381,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.6033,0.3967,2,Luxuria,0.638,0.362,-0.5496,0.8833,-0.2951,0.083,-0.6106,0.438,0.1226,-0.3574,-0.0325,0.0049,0.1384,0.199,0.3376,0.1613,0.1637,Test,
2383_01,Elia Pooles,Earth,PSO J318.5-22,23.0,13-25,0,0,G/382/S,G,382,S,2383,2,0,169,5,0,371,1235,1780,1,Faible,0.0949,0.0028,0.0,0.2084,0.6938,,0,0.16,0.84,1,Colons,0.3,0.7,-0.6837,0.0685,-0.75,0.1511,-0.5272,0.3525,0.0892,-0.3379,0.0178,0.0696,0.1412,0.3018,0.2396,0.1514,0.166,Test,
2383_02,Megany Pooles,Earth,TRAPPIST-1e,34.0,26-40,0,0,G/382/S,G,382,S,2383,2,0,874,0,0,30,4,908,1,Faible,0.9626,0.0,0.0,0.033,0.0044,,0,0.0933,0.9067,1,Colons,0.3,0.7,-0.364,-0.1264,-0.3798,0.1858,0.2321,-0.0909,0.2139,-0.1754,-0.0786,0.0073,0.118,0.417,0.1934,0.1174,0.1542,Test,
2386_01,Dat Peake,Mars,TRAPPIST-1e,28.0,26-40,1,0,F/489/P,F,489,P,2386,1,1,0,0,174,0,0,174,1,Faible,0.0,0.0,1.0,0.0,0.0,,1,0.8767,0.1233,4,Jeunes Nomades,0.5341,0.4659,-0.2228,-0.2588,0.6476,-0.2321,0.1421,0.3257,-0.034,0.1176,-0.3804,-0.2832,0.1093,0.1708,0.1356,0.1105,0.4736,Test,
2388_01,Letty Gentledges,Earth,TRAPPIST-1e,23.0,13-25,0,0,G/384/P,G,384,P,2388,2,0,101,0,770,917,0,1788,1,Faible,0.0565,0.0,0.4306,0.5129,0.0,,0,0.13,0.87,1,Colons,0.3,0.7,-0.552,-0.1237,-0.4487,0.0927,-0.034,0.0444,0.0666,0.2674,0.1011,0.014,0.1005,0.478,0.1799,0.1048,0.1369,Test,
2388_02,Ellene Gentledges,Earth,TRAPPIST-1e,14.0,13-25,1,0,G/384/P,G,384,P,2388,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.84,0.16,2,Luxuria,0.638,0.362,-0.418,0.6911,0.0062,0.0246,-0.1174,0.1299,0.1,0.2479,0.0508,-0.0507,0.0886,0.1403,0.5439,0.1044,0.1227,Test,
2393_01,Rena Coxterez,Earth,TRAPPIST-1e,60.0,41-60,0,0,F/462/S,F,462,S,2393,1,1,858,0,4,2,0,864,1,Faible,0.9931,0.0,0.0046,0.0023,0.0,,0,0.2533,0.7467,1,Colons,0.3,0.7,-0.3163,-0.4775,-0.197,-0.2074,0.079,-0.3429,-0.3911,-0.2089,0.142,0.3943,0.1112,0.4552,0.1373,0.1226,0.1737,Test,
2394_01,Bonya Garrez,Earth,PSO J318.5-22,78.0,60+,1,0,G/385/S,G,385,S,2394,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.6467,0.3533,2,Luxuria,0.638,0.362,-0.4025,0.856,-0.2199,0.4198,-0.5334,0.1976,0.389,-0.5759,1.4183,-1.3636,0.1276,0.1817,0.3779,0.1595,0.1533,Test,
2394_02,Ninald Garrez,Earth,55 Cancri e,6.0,0-12,1,0,G/385/S,G,385,S,2394,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.6133,0.3867,2,Luxuria,0.638,0.362,-0.2441,1.1549,0.0282,0.31,0.2476,-0.3132,-0.0441,-0.2339,0.103,0.4594,0.1315,0.1545,0.4083,0.1567,0.1489,Test,
2394_03,Samany Garrez,Earth,55 Cancri e,17.0,13-25,0,0,F/463/S,F,463,S,2394,3,0,0,13,395,161,307,876,1,Faible,0.0,0.0148,0.4509,0.1838,0.3505,,0,0.1967,0.8033,1,Colons,0.3,0.7,-0.2926,-0.3455,-0.3927,-0.3878,-0.3171,-0.1552,-0.383,-0.0052,-0.1219,0.0397,0.1206,0.4268,0.1501,0.1405,0.162,Test,
2400_01,Alicey Knoxonway,Earth,55 Cancri e,41.0,41-60,0,0,F/491/P,F,491,P,2400,1,1,574,173,0,2,0,749,1,Faible,0.7664,0.231,0.0,0.0027,0.0,,0,0.2167,0.7833,1,Colons,0.3,0.7,-0.1392,-0.3869,-0.3352,-0.1886,-0.1298,-0.0708,-0.5643,0.1885,0.037,0.3493,0.107,0.511,0.1221,0.1158,0.1441,Test,
2405_01,Evaned Parsoney,Earth,PSO J318.5-22,40.0,26-40,0,0,F/464/S,F,464,S,2405,1,1,2,10,0,14,657,683,1,Faible,0.0029,0.0146,0.0,0.0205,0.9619,,0,0.09,0.91,1,Colons,0.3,0.7,-0.4724,-0.3061,-0.4633,0.0357,-0.3113,0.4533,0.0156,-0.3906,-0.3212,-0.1326,0.1321,0.3793,0.1832,0.1314,0.174,Test,
2407_01,Askedus Setvatend,Europa,55 Cancri e,47.0,41-60,0,0,C/87/S,C,87,S,2407,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.8867,0.1133,0,Cryo Corps,0.588,0.412,0.9733,0.2764,-0.2876,-0.3017,0.2919,0.0188,-0.5663,-0.423,0.3309,0.439,0.4366,0.1221,0.1217,0.1977,0.122,Test,
2408_01,Deaney Fersongs,Earth,TRAPPIST-1e,23.0,13-25,0,0,G/389/S,G,389,S,2408,1,1,62,0,0,0,643,705,1,Faible,0.0879,0.0,0.0,0.0,0.9121,,0,0.19,0.81,1,Colons,0.3,0.7,-0.5323,-0.1039,-0.4565,-0.0042,-0.0421,-0.1915,0.0481,-0.086,0.1149,0.1027,0.0997,0.4786,0.1766,0.1105,0.1347,Test,
2415_01,Dawne Salez,Earth,TRAPPIST-1e,41.0,41-60,0,0,F/494/P,F,494,P,2415,1,1,98,2634,0,3,0,2735,1,Moyen,0.0358,0.9631,0.0,0.0011,0.0,,1,0.8933,0.1067,1,Colons,0.3,0.7,-0.0195,-0.5551,0.0321,0.242,-0.1174,-0.2008,-0.3791,0.2671,0.3881,0.4158,0.1317,0.3159,0.1478,0.1585,0.246,Test,
2418_01,Elsane Wardendez,Earth,TRAPPIST-1e,60.0,41-60,0,0,E/144/P,E,144,P,2418,1,1,0,0,2,24,1593,1619,1,Faible,0.0,0.0,0.0012,0.0148,0.9839,,0,0.0633,0.9367,1,Colons,0.3,0.7,-0.272,-0.502,-0.1459,-0.1565,0.3091,-0.3505,0.4635,-0.052,0.1096,0.3376,0.1299,0.3856,0.1516,0.1332,0.1998,Test,
2420_01,Lelah Willynnedy,Earth,TRAPPIST-1e,46.0,41-60,0,0,G/392/S,G,392,S,2420,1,1,611,0,296,0,0,907,1,Faible,0.6736,0.0,0.3264,0.0,0.0,,0,0.0933,0.9067,1,Colons,0.3,0.7,-0.3592,-0.1254,-0.4069,0.0981,0.1372,-0.343,-0.1517,-0.2456,0.2876,0.501,0.1166,0.4144,0.1882,0.1287,0.152,Test,
2422_01,Betena Maglible,Europa,55 Cancri e,19.0,13-25,0,0,B/93/S,B,93,S,2422,2,0,0,799,0,38,15125,15962,1,Élevé,0.0,0.0501,0.0,0.0024,0.9476,,0,0.0333,0.9667,0,Cryo Corps,0.588,0.412,1.2228,0.0511,-0.699,-0.7965,-0.1975,-0.1214,-0.0858,0.1725,-0.0672,0.0067,0.2873,0.165,0.1445,0.2543,0.1489,Test,
2422_02,Alarmus Maglible,Europa,55 Cancri e,18.0,13-25,1,0,B/93/S,B,93,S,2422,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.7709,0.798,0.0355,-0.7937,-0.73,-0.3129,0.0296,0.2597,-0.069,-0.0141,0.1838,0.1594,0.1783,0.3131,0.1654,Test,
2425_01,Raulia Tranklinay,Earth,TRAPPIST-1e,0.0,nan,1,0,G/396/P,G,396,P,2425,6,0,0,0,174,0,0,174,1,Faible,0.0,0.0,1.0,0.0,0.0,,1,0.64,0.36,2,Luxuria,0.638,0.362,-0.5818,0.5646,-0.0679,0.5371,0.7203,-0.2954,-1.0714,0.7969,-0.299,-0.9072,0.1422,0.2044,0.3308,0.1449,0.1778,Test,
2425_02,Trice Tranklinay,Earth,PSO J318.5-22,28.0,26-40,0,0,G/396/P,G,396,P,2425,6,0,0,451,1059,8,83,1601,1,Faible,0.0,0.2817,0.6615,0.005,0.0518,,0,0.4933,0.5067,1,Colons,0.3,0.7,-0.5351,0.0262,-0.6654,0.438,-0.245,0.6891,0.2735,-0.074,-0.1895,-0.1146,0.156,0.2772,0.243,0.1483,0.1754,Test,
2425_03,Rickie Tranklinay,Earth,TRAPPIST-1e,30.0,26-40,0,0,F/495/P,F,495,P,2425,6,0,0,1307,848,246,0,2401,1,Moyen,0.0,0.5444,0.3532,0.1025,0.0,,1,0.5367,0.4633,1,Colons,0.3,0.7,-0.0243,-0.5561,0.0592,0.3297,-0.0225,0.0514,-0.0135,0.3373,0.0219,-0.078,0.1381,0.2993,0.151,0.1463,0.2653,Test,
2425_04,Elenna Tranklinay,Earth,55 Cancri e,9.0,0-12,0,0,G/396/P,G,396,P,2425,6,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.54,0.46,2,Luxuria,0.638,0.362,-0.2757,0.7356,-0.1716,0.521,0.3516,-0.1595,-0.068,0.1506,0.1459,0.422,0.1252,0.1651,0.4322,0.1355,0.142,Test,
2425_05,Coley Tranklinay,Earth,TRAPPIST-1e,0.0,nan,1,0,,G,396,P,2425,6,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.6433,0.3567,2,Luxuria,0.638,0.362,-0.4596,0.9799,0.1793,0.5831,0.7328,-0.2922,-1.0804,0.8086,-0.2926,-0.9206,0.148,0.1783,0.3392,0.1559,0.1786,Test,
2425_06,Lan Tranklinay,Earth,TRAPPIST-1e,4.0,0-12,1,0,G/396/P,G,396,P,2425,6,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.5667,0.4333,2,Luxuria,0.638,0.362,-0.4606,1.0247,0.1821,0.485,0.4725,-0.1134,0.1661,0.0753,0.1804,0.327,0.1309,0.1623,0.4018,0.1419,0.163,Test,
2428_01,Bonyam Hayertez,Earth,PSO J318.5-22,22.0,13-25,0,0,F/496/P,F,496,P,2428,1,1,470,451,67,16,0,1004,1,Faible,0.4681,0.4492,0.0667,0.0159,0.0,,0,0.11,0.89,1,Colons,0.3,0.7,-0.6605,-0.3034,-0.5323,-0.0575,-0.5773,0.5886,-0.1317,0.0521,-0.1416,-0.1259,0.1439,0.3218,0.2002,0.148,0.1861,Test,
2430_01,Darry Mcphernard,Earth,TRAPPIST-1e,32.0,26-40,1,0,G/394/S,G,394,S,2430,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.7333,0.2667,2,Luxuria,0.638,0.362,-0.2299,0.6884,0.0751,0.1177,0.1487,-0.0054,0.2473,-0.1949,-0.1289,-0.0574,0.0897,0.1237,0.5646,0.1029,0.1192,Test,
2430_02,Beathy Mcphernard,Earth,TRAPPIST-1e,7.0,0-12,0,0,G/394/S,G,394,S,2430,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,0,0.3633,0.6367,2,Luxuria,0.638,0.362,-0.4527,0.6449,-0.0334,0.5023,0.5604,-0.4316,0.1052,-0.2468,0.2509,0.4671,0.1369,0.1927,0.3497,0.1497,0.171,Test,
2430_03,Ronia Mcphernard,Earth,TRAPPIST-1e,19.0,13-25,0,0,G/394/S,G,394,S,2430,3,0,785,0,0,0,0,785,1,Faible,1.0,0.0,0.0,0.0,0.0,,0,0.1067,0.8933,1,Colons,0.3,0.7,-0.5323,-0.1039,-0.4565,-0.0042,-0.0421,-0.1915,0.0481,-0.086,0.1149,0.1027,0.0997,0.4786,0.1766,0.1105,0.1347,Test,
2434_01,Meline Steelerettt,Earth,TRAPPIST-1e,34.0,26-40,1,0,G/397/P,G,397,P,2434,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.61,0.39,2,Luxuria,0.638,0.362,-0.2497,0.6686,0.083,0.2146,0.1568,0.2306,0.2658,0.1584,-0.1427,-0.1461,0.1021,0.1366,0.5181,0.1081,0.1352,Test,
2434_02,Stene Steelerettt,Earth,TRAPPIST-1e,24.0,13-25,0,0,F/500/P,F,500,P,2434,2,0,17,458,0,0,227,702,1,Faible,0.0242,0.6524,0.0,0.0,0.3234,,0,0.11,0.89,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Test,
2437_01,Lulard Hendez,Earth,TRAPPIST-1e,17.0,13-25,0,0,F/502/P,F,502,P,2437,1,1,12,0,0,260,2358,2630,1,Moyen,0.0046,0.0,0.0,0.0989,0.8966,,0,0.0567,0.9433,1,Colons,0.3,0.7,-0.1926,-0.5336,-0.0176,0.1397,-0.2966,-0.0493,-0.1793,0.4267,0.2154,0.0175,0.1162,0.3766,0.1442,0.1394,0.2237,Test,
2440_01,Leondy Sawyerson,Earth,TRAPPIST-1e,31.0,26-40,0,0,G/398/P,G,398,P,2440,1,1,25,1,740,0,0,766,1,Faible,0.0326,0.0013,0.9661,0.0,0.0,,1,0.5967,0.4033,1,Colons,0.3,0.7,-0.3837,-0.1462,-0.3719,0.2826,0.2402,0.145,0.2324,0.1779,-0.0924,-0.0814,0.1286,0.378,0.2063,0.1199,0.1673,Test,
2447_01,Chelly Simson,Earth,TRAPPIST-1e,42.0,41-60,0,0,F/469/S,F,469,S,2447,1,1,549,451,2,252,0,1254,1,Faible,0.4378,0.3596,0.0016,0.201,0.0,,0,0.0967,0.9033,1,Colons,0.3,0.7,-0.3163,-0.4775,-0.197,-0.2074,0.079,-0.3429,-0.3911,-0.2089,0.142,0.3943,0.1112,0.4552,0.1373,0.1226,0.1737,Test,
2448_01,Photons Improus,Europa,55 Cancri e,14.0,13-25,1,0,B/71/P,B,71,P,2448,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.7512,0.7782,0.0433,-0.6968,-0.7219,-0.0769,0.0481,0.613,-0.0829,-0.1028,0.1881,0.1581,0.1802,0.3073,0.1664,Test,
2448_02,Shatrix Improus,Europa,55 Cancri e,27.0,26-40,1,0,B/71/P,B,71,P,2448,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.9195,0.7557,0.1201,-0.5069,-0.4477,0.0237,0.2139,0.5236,-0.2763,-0.1983,0.2063,0.1437,0.1692,0.3203,0.1606,Test,
2450_01,Charry Frazie,Earth,TRAPPIST-1e,21.0,13-25,0,0,F/509/P,F,509,P,2450,1,1,0,0,19,52,2006,2077,1,Moyen,0.0,0.0,0.0091,0.025,0.9658,,0,0.0267,0.9733,1,Colons,0.3,0.7,-0.1926,-0.5336,-0.0176,0.1397,-0.2966,-0.0493,-0.1793,0.4267,0.2154,0.0175,0.1162,0.3766,0.1442,0.1394,0.2237,Test,
2459_01,Vanney Kerrealds,Earth,55 Cancri e,24.0,13-25,1,0,G/401/P,G,401,P,2459,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.5967,0.4033,2,Luxuria,0.638,0.362,-0.2212,0.8016,-0.1399,-0.0535,-0.3342,0.166,-0.0917,0.2919,-0.0405,-0.007,0.1252,0.1716,0.3999,0.1559,0.1474,Test,
2464_01,Cappe Trake,Mars,TRAPPIST-1e,34.0,26-40,0,0,E/148/P,E,148,P,2464,1,1,2138,138,31,308,40,2655,1,Moyen,0.8053,0.052,0.0117,0.116,0.0151,,0,0.11,0.89,4,Jeunes Nomades,0.5341,0.4659,0.1459,-0.7208,0.7045,0.1886,0.2556,-0.0939,0.7531,0.075,-0.0823,-0.0897,0.1399,0.1859,0.1346,0.1475,0.3921,Test,
2465_01,Clus Brity,Mars,55 Cancri e,35.0,26-40,0,0,D/82/S,D,82,S,2465,1,1,667,0,387,0,0,1054,1,Faible,0.6328,0.0,0.3672,0.0,0.0,,0,0.1733,0.8267,4,Jeunes Nomades,0.5341,0.4659,0.2373,-0.5873,0.6995,0.2409,-0.2368,0.5488,-0.1357,-0.2452,0.0103,0.2743,0.1539,0.1842,0.1464,0.1597,0.3558,Test,
2468_01,Scharab Meplel,Europa,55 Cancri e,43.0,41-60,1,0,E/172/S,E,172,S,2468,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.88,0.12,3,Voyageurs Pro,0.7333,0.2667,0.5645,0.473,0.2327,-0.4857,-0.027,-0.4782,0.3074,-0.3537,-0.0089,0.3892,0.1791,0.1554,0.1733,0.3131,0.1791,Test,
2469_01,Cruis Apple,Mars,TRAPPIST-1e,25.0,13-25,1,0,F/473/S,F,473,S,2469,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,,1,0.9833,0.0167,4,Jeunes Nomades,0.5341,0.4659,-0.2492,0.1988,0.8102,-0.4729,-0.1276,-0.0076,-0.2273,-0.1347,-0.1667,-0.1124,0.1294,0.1847,0.1948,0.1616,0.3296,Test,
2469_02,Ming Apple,Mars,TRAPPIST-1e,19.0,13-25,0,0,F/473/S,F,473,S,2469,2,0,278,0,311,560,0,1149,1,Faible,0.2419,0.0,0.2707,0.4874,0.0,,0,0.0867,0.9133,4,Jeunes Nomades,0.5341,0.4659,-0.3833,-0.616,0.3553,-0.4048,-0.0442,-0.0931,-0.2607,-0.1152,-0.1164,-0.0477,0.1222,0.2842,0.1465,0.1358,0.3113,Test,
